QKEY,KP_W32,Device_Type_W32,LANGUAGE_W32,FORM_W32,SATLIFEA_W32,SATLIFEB_W32,SATLIFEC_W32,SATLIFED_W32,SATLIFEE_W32,SOCASSIGN_W32,SOCTRUST_W32,SOCTRUST2_W32,SOCTRUST3_W32,SOCTRUST4_W32,SOCTRUST5_W32,COMMYRS_W32,COMATTACH_W32,FEELA_W32,FEELB_W32,FEELC_W32,FEELD_W32,INC_W32,INCFUTURE_W32,COMMIMPA_W32,COMMIMPB_W32,COMMIMPC_W32,COMMIMPD_W32,COMMIMPE_W32,COMMIMPF_W32,COMMIMPG_W32,COMMIMPH_W32,FAMNEAR_W32,SUCCESSIMPA_W32,SUCCESSIMPB_W32,SUCCESSIMPC_W32,SUCCESSIMPD_W32,FEDSHAREA_W32,FEDSHAREB_W32,FEDSHAREC_W32,LOCALPROBA_W32,LOCALPROBB_W32,LOCALPROBC_W32,LOCALPROBD_W32,LOCALPROBE_W32,LOCALPROBF_W32,LOCALPROBG_W32,LOCALPROBH_W32,LOCALPROBI_W32,LOCALPROBJ_W32,LOCALPROBK_W32,LOCALPROBL_F1_W32,LOCALPROBM_F2_W32,JOBSFUTURE_W32,HARASS1A_W32,HARASS1B_W32,HARASS1C_W32,HARASS1D_W32,HARASS2F1_W32,HARASS3F2_W32,HARASS4_W32,HARASS5_W32,GROWUPNEAR_W32,LIFELOC_W32,REASSTAY_m1_W32,REASSTAY_m2_W32,REASSTAY_m3_W32,REASBACK_m1_W32,REASBACK_m2_W32,REASBACK_m3_W32,REASMOVE_m1_W32,REASMOVE_m2_W32,REASMOVE_m3_W32,VALUEURBAN_W32,VALUESUBURB_W32,VALUERURAL_W32,NEIGHKNOW_W32,NEIGHINTERA_W32,NEIGHINTERB_W32,NEIGHINTERC_W32,NEIGHINTERD_W32,NEIGHKEYS_W32,NEIGHKIDS_W32,NEIGHSAMEA_W32,NEIGHSAMEB_W32,NEIGHSAMEC_W32,IMMCOMM_W32,IMMIMPACT_W32,GROWUPUSR_W32,COMTYPE2_W32,CITYSIZE_W32,SUBURBNEAR_W32,COMTYPE2_INS_W32,VIEWCOMM_W32,PROBSELF_W32,PROBURBAN_W32,PROBSUBURB_W32,PROBRURAL_W32,WANTMOVE_W32,WILLMOVE_W32,MOVEURBAN_W32,MOVESUBURB_W32,MOVERURAL_W32,THERMTRUMP_W32,THERMOBAMA_W32,THERMPENCE_W32,ETHNCMAJ_W32,IMMCULT2_W32,MARRFAM2_W32,ECONFAIR2_W32,WOMENOPPS_W32,GOVT_ROLE_W32,WHADVANT_W32,GAYMARR2_W32,ABORTION_W32,ABORTIONRESTR_W32,ABORTIONALLOW_W32,CLASS_W32,MISINFG_W32,MISINFT_W32,F_CREGION_FINAL,F_AGECAT_FINAL,F_SEX_FINAL,F_EDUCCAT_FINAL,F_EDUCCAT2_FINAL,F_HISP_RECRUITMENT,F_RACECMB_RECRUITMENT,F_RACETHN_RECRUITMENT,F_CITIZEN_RECODE_FINAL,F_MARITAL_FINAL,F_RELIG_FINAL,F_BORN_FINAL,F_ATTEND_FINAL,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME_FINAL,F_INCOME_RECODE_FINAL,F_REG_FINAL,F_IDEO_FINAL,F_INTUSER_FINAL,F_VOLSUM_FINAL,DIVISION_BY_MSA,WEIGHT_W32,WEIGHT_W32_ATP
201701251888,0,3,9,2,1,1,2, ,1,4, , , ,2, ,3,2,3,1,1,3,2,1,2,2,2,2,2,2,2,4,3,2,1,1,1,1,3,2,2,2,3,3,2,3,3,3,2,2,3, ,2,1,3,2,3,3, ,2,1,3,2, , , , , , , , , , ,2,2,2,3,5,5,5,5,1,1,2,2,4,1,3,3,2, ,2,2,3,3,2, ,2,3,1, , , ,95,40,85,3,1,1,2,1,2,3,2,1,1, ,3, ,2,3,4,2,1,5,2,1,1,1,1,12, ,5,1, ,1,8,1,1,3,1,1,7,0.545126566,0.410886281
201701252988,0,1,9,2,3,3,3,3,2,2, ,2, , , ,2,3,2,2,2,2,2,2,2,1,3,2,2,2,2,2,4,1,1,1,1,1,2,2,2,1,3,3,3,3,2,1,2,2,1, ,1,3,2,2,3,2, ,2,2, ,1,2, , , ,1, , , , , ,3,2,3,2,3,5,5,5,1,2,4,3,4,2,3,2,1,1, ,1,2,3, ,2,2,1,2,3, , ,75,50,50,2,1,1,1,1,1,4,2,2, ,1,3, ,2,3,2,1,1,5,2,5,4,1,3,1,2,4,1, ,1,7,1,1,2,1,1,13,0.5084295834,0.2694908038
201701253214,0,3,9,1,1,1,1,2,2,5, , , , ,1,2,3,3,1,1,4,1, ,1,2,1,1,1,2,3,3,4,2,1,1,1,2,1,2,3,1,3,3,3,3,3,1,1,2,2,2, ,3,3,3,1,1,3, ,1,3,2, , , , , , , , , , ,2,2,2,3,3,6,6,6,2,8,5,2,2,2,3,2,1,1, ,1,3,3, ,2,4,1,2,1, , ,0,99,1,1,2,2,1,2,1,1,1,1,2, ,3,2, ,4,1,2,1,6,1,3,3,1,2,10, ,6,2, ,2,5,2,1,5,1,1,17,0.3253644995,0.200075916
201701253873,0,3,9,2,2,2,2,3,3,1,2, , , , ,4,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,4,2,1,1,1,2,1,2,2,1,2,3,3,3,3,2,1,1,2, ,2,3,1,2,2,2, ,2,1,2,2, , , , , , , , , , ,3,2,1,1,2,6,6,6,2,1,2,5,3,3,3,3,1,2, ,1,3,4, ,2,1,1,1,3, , ,0,50,0,3,1,1,1,2,2,2,4,2, ,2,3, ,1,3,2,2,2,3,2,2,2,1,1,1,1,4,2, ,2,4,2,1,1,1,1,7,0.3412207063,0.2516303029
201701254556,0,3,9,2,2,3,3, ,3,3, , ,6, , ,5,3,2,2,2,3,2,2,3,3,3,3,2,1,2,3,3,2,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,2,1, ,3,2,3,3,1,1, ,2,2, ,2, , , , , , , , , , ,3,3,2,3,5,5,5,6,1,8,1,2,5,4, ,3,3, , ,3,4,4,2,2, ,3,3, , , ,0,75,0,3,2,1,1,2,1,1,3,1,2, ,5, ,2,3,4,1,2,4,2,1,1,1,1,1,1,99,2, ,2,3,3,1,4,1,1,8,0.2547067955,0.5141145373
201701255360,0,3,9,1,3,3,4, ,2,1,1, , , , ,3,3,2,2,2,3,2,1,2,2,1,2,2,3,2,4,3,2,1,1,2,2,3,2,2,2,1,2,3,1,2,2,2,2,2,1, ,2,2,2,2,1,3, ,1,3,2, , , , , , , , , , ,2,2,3,3,3,3,6,6,1,8,4,4,4,3,3,1,2, ,1,2,2,3,2, ,3,1,2, ,2, ,0,100,0,1,2,2,1,2,1,1,1,1,2, ,4,2, ,2,4,2,2,3,2,2,2,1,6,2,2,6,2, ,2,1,3,1,4,1,2,5,1.0520712324,0.7044203812
201701255880,0,1,9,1,2,2,2, ,2,5, , , , ,1,5,2,2,1,2,3,1, ,1,1,2,2,2,2,2,3,3,2,1,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,3,2, ,2,2,3,1,1,1, ,2, ,1,2, , , ,3,7,1, , , ,2,2,3,2,3,5,4,5,1,8,2,3,3,2,1,2,2, ,1,2,2,2,2, ,3,3,3, , , ,0,90,0,3,2,2,1,2,1,1,1,1,2, ,2,1, ,1,4,2,1,6,2,1,1,1,1,1,2,2,2, ,2,99,99,1,4,1,1,3,0.8675895809,0.7155286567
201701256039,0,3,9,1,1,3,2, ,1,3, , ,9, , ,3,1,3,1,1,3,1, ,1,1,3,3,1,2,1,2,2,2,1,1,1,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2, ,1,2,2,1,1,1, ,2, ,2, , , , , , , , , , ,3,2,2,2,2,4,3,5,1,1,2,2,2,2,1,3,2, ,1,2,2,2,3, ,2,2,2, , , ,2,80,30,3,2,1,1,2,1,2,2,2, ,1,2,2, ,4,4,1,1,6,2,1,1,1,1,3,1,1,3,2,2,8,1,1,4,1,1,15,0.4750375272,0.4376728203
201701256892,0,1,9,2,2,3,3, ,2,5, , , , ,1,2,2,2,1,2,2,2,1,2,3,1,2,1,2,2,2,1,1,1,1,1,2,2,1,3,3,3,3,3,1,2,2,3,3,3, ,2,3,3,3,2,1, ,3,2, ,1,2, , , ,97,1, , , , ,2,3,4,3,5,6,6,6,1,8,2,1,4,2,3,2,2, ,2,2,3,3,1, ,3,1,1, ,2, ,0,100,1,1,2,2,1,2,1,1,1,1,2, ,2, ,1,2,1,1,1,5,2,1,1,1,6,10, ,6,2, ,2,9,1,1,4,1,2,5,1.4670459404,1.090781092
201701257013,0,3,9,1,1,1,1,1,1,5, , , , ,1,5,1,3,1,1,4,1, ,2,1,3,2,2,2,1,2,1,2,1,1,1,1,2,2,3,1,3,3,3,3,3,3,2,3,3,3, ,1,2,2,3,3,3, ,2, ,1,1,3, , , , , , , , ,3,2,1,1,3,4,3,4,1,1,1,2,2,2,3,2,3, , ,3,3,3,1,1, ,2,4, , , ,100,0,100,3,2,1,1,1,2,4,4,2, ,1,2,1, ,3,3,1,2,4,2,1,1,1,1,1,1,2,1, ,1,9,1,1,2,1,1,9,0.8086821364,0.655536382
201701257158,0,3,9,2,1,1,2,1,1,2, ,1, , , ,4,1,4,1,1,3,1, ,1,1,1,2,1,2,1,1,3,1,1,1,1,2,3,2,2,3,3,3,3,2,3,3,3,3,3, ,1,3,1,3,1,1, ,3,2, ,2, , , , , , , , , , ,1,1,1,2,1,5,5,5,1,1,4,1,4,4, ,3,2, ,3,2,99,3,1, ,1,3,1, , , ,0,100,0,3,99,1,1,2,2,1,99,1,2, ,2, ,1,3,2,2,1,6,2,2,2,1,6,1,1,1,2, ,2,8,1,1,3,1,1,7,0.3105916642,0.2899984746
201701257173,0,1,9,1,1,2,2,1,2,3, , ,4, , ,3,2,3,1,1,2,1, ,2,1,1,3,2,2,2,4,2,1,1,1,1,2,1,2,3,2,3,3,3,3,1,1,2,2,2,2, ,3,2,3,1,1,1, ,2, ,2, , , , , , , , , , ,1,3,4,3,3,6,5,6,2,1,2,4,3,2,1,3,2, ,1,2,3,99,3, ,1,2,3, , , ,0,95,0,1,2,2,1,2,1,1,1,1,2, ,2,2, ,1,2,1,1,5,2,1,1,1,1,9, ,6,3,2,2,9,1,1,4,1,2,1,1.3849692951,1.3126235635
201701258107,0,3,9,1,1,2,2, ,1,5, , , , ,1,4,2,3,1,2,3,2,2,1,1,1,4,2,3,3,3,3,1,1,2,1,2,2,2,1,2,3,3,2,1,2,1,2,2,3,2, ,3,2,1,1,1,3, ,2, ,2, , , , , , , , , , ,2,1,2,3,5,5,6,6,1,8,4,1,3,4, ,2,3, , ,3,3,3,2,2, ,2,2, , , ,0,100,0,3,2,2,1,2,1,1,3,1,1, ,4,2, ,3,4,2,2,4,2,2,2,1,1,1,2,1,2, ,2,4,2,3,3,1,2,7,2.4788417623,2.6228437352
201701258191,0,3,9,1,1,2,1,1,2,4, , , ,2, ,4,2,3,1,1,2,1, ,3,2,3,2,2,2,2,2,1,2,2,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3, ,1,1,1,2,2,2, ,2, ,1,2, , , ,12,4, , , , ,4,2,2,3,4,4,5,5,1,1,2,2,3,3,1,2,2, ,2,2,3,3,3, ,3,2,3, , , ,70,10,60,3,1,1,2,1,2,4,3,2, ,1,2,2, ,1,2,1,1,5,2,1,1,1,1,2,2,3,3,1,1,9,1,1,1,1,1,3,0.5945126964,0.4292028358
201701258551,0,1,9,1,1,2,1,1,2,1,1, , , , ,5,1,2,2,2,2,1, ,1,1,4,3,1,2,1,4,1,1,1,1,1,1,3,2,3,2,3,3,3,3,2,2,2,3,3,2, ,3,3,3,2,3,1, ,1,2,1,1,8,4, , , , , , , ,2,1,3,3,3,6,2,5,1,1,2,3,2,2,1,1,2, ,1,2,2,3,2, ,3,2,2, , , ,80,5,85,1,1,2,2,1,2,3,1,1,1, ,2,1, ,1,2,2,1,6,2,1,1,1,1,2,2,6,4,1,1,9,1,1,3,1,1,3,1.0089842286,0.7376020172
201701259134,0,3,9,2,1,2,2, ,1,4, , , ,3, ,5,2,4,1,1,2,1, ,2,2,4,4,1,4,1,4,2,3,3,1,2,1,3,3,3,1,3,3,3,3,3,3,2,2,3, ,1,1,2,1,1,1, ,2,1,2,2, , , , , , , , , , ,2,2,2,3,5,4,4,4,1,8,4,2,4,3,1,2,3, , ,3,2,2,2,2, ,1,4, , ,1,84,80,100,2,1,1,2,1,2,4,1,2, ,1,3, ,2,3,4,1,3,2,2,4,4,1,1,2,2,2,3,1,1,9,1,1,1,1,1,8,0.6961748874,1.3587225689
201701260057,0,1,9,2,2,2,3,2,2,5, , , , ,1,5,2,2,1,2,3,2,2,1,1,2,3,2,4,2,3,4,2,2,1,1,1,2,2,2,1,3,3,2,2,2,2,1,1,1, ,2,2,2,1,1,1, ,2,1,3,2, , , , , , , , , , ,2,2,2,2,5,5,5,6,1,1,3,3,2,1,1,3,1,2, ,1,2,2, ,1,2,1,3,2, , ,80,10,10,3,1,2,1,2,2,3,1,1,1, ,5, ,1,3,4,2,2,4,2,1,1,1,5,1,2,5,1, ,1,99,99,1,2,0,1,13,0.9890292163,0.4071085637
201701260307,0,3,9,2,2,2,2,2,2,4, , , ,2, ,5,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,1,1,1,3,3,1,1,2,3,3,2,1,2,2,2,2,2, ,2,2,2,2,2,2, ,2,2, ,2, , , , , , , , , , ,3,2,3,3,4,5,6,6,1,1,2,3,3,2,3,3,2, ,2,2,3,3,2, ,2,3,3, , , ,80,0,90,3,1,1,2,1,2,2,3,2, ,1,3, ,99,2,4,1,1,5,2,1,1,1,1,2,2,2,3,1,1,8,1,1,1,1,1,11,0.4340821498,0.3822900553
201701260770,0,2,9,2,2,2,2, ,2,5, , , , ,2,5,2,3,2,3,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,2,2,2,2, ,3,2, ,1,1,99, , , , , , , , ,3,4,3,4, , , , , , ,4,4,4,4, ,3,3, , ,3,3,2,3,2, ,3,2, , , ,0,100,50,3,1,2,2,1,1,1,4,2, ,2,3, ,1,3,3,1,3,2,2,2,2,1,5,1,1,4,2, ,2,1,3,1,4,0,2,14,1.4884630988,2.2579940795
201701260940,0,3,9,1,3,3,1,2,1,1,1, , , , ,2,3,2,2,1,2,1, ,2,3,3,2,1,2,2,2,1,2,1,2,2,3,1,2,2,3,2,2,3,3,3,2,2,2,2,2, ,3,3,2,3,2,3, ,2, ,2, , , , , , , , , , ,3,3,3,3,3,6,6,6,2,8,5,2,4,1,3,2,1,1, ,1,3,3, ,1,2,3,2, , , ,5,75,6,3,1,1,2,2,2,2,2,1,1, ,3,2, ,4,3,1,1,5,2,9,9,1,3,2,2,5,2, ,2,7,1,1,2,1,2,17,0.5939326523,0.3997816462
201701261125,0,3,9,2,4,4,3,3,4,5, , , , ,2,4,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,4,3,1,1,1,1,1,1,1,2,3,1,1,3,3,1,2,2,1, ,1,2,2,1,2,2, ,2,2, ,1,2, , , ,99, , , , , ,4,4,4,4, , , , , , ,2,4,5,3,3,2,2, ,2,2,3,3,3, ,3,3,3, , , ,0,0,0,3,2,1,1,1,2,4,4,2, ,1,4, ,2,2,3,1,1,5,2,1,1,1,6,1,1,2,3,99,9,5,2,1,99,1,1,5,1.0556132049,0.6743177971
201701261446,0,3,9,1,1,1,2, ,2,1,1, , , , ,5,2,2,1,1,2,1, ,2,1,2,1,1,2,1,1,1,3,1,1,1,3,1,3,2,2,3,3,3,3,99,1,3,2,3,2, ,2,2,2,2,2,3, ,2, ,1,1,4,1,13, , , , , , ,3,3,1,3,4,5,5,5,1,1,1,1,3,2,1,3,3, , ,3,3,3,2,2, ,1,2, , ,1,70,45,70,3,2,1,2,1,2,4,2,2, ,1,3,2, ,1,3,1,1,5,2,1,1,1,1,1,2,4,3,1,1,6,2,1,3,1,1,3,0.5102809835,0.5540759112
201701261835,0,3,9,2,4,4,4,3,4,5, , , , ,1,4,1,3,1,1,3,1, ,1,2,2,2,2,2,1,3,4,2,1,1,1,3,3,3,2,2,3,3,3,2,2,1,3,2,3, ,2,3,2,2,1,1, ,3,1,3,2, , , , , , , , , , ,3,2,3,2,1,3,2,4,1,8,2,2,2,2,1,2,2, ,1,2,2,3,99, ,2,2,2, , , ,1,100,10,1,2,2,1,2,1,1,1,1,1, ,2, ,1,3,3,2,1,5,2,1,1,1,1,1,2,3,2, ,2,9,1,1,4,1,1,7,0.5018094672,0.4126060221
201701263943,0,2,9,1,1,1,2,2,1,5, , , , ,1,2,1,3,1,2,2,1, ,3,1,2,2,1,2,1,2,2,2,1,1,1,3,3,3,3,1,3,3,1,3,3,2,2,2,3,3, ,3,2,2,1,2,3, ,2, ,2, , , , , , , , , , ,4,3,4,2,3,5,3,5,1,1,2,3,2,3,3,1,3, , ,3,3,3,1,1, ,2,4, , , ,50,10,75,3,1,1,2,1,2,3,4,2, ,2,4,2, ,3,2,1,2,3,2,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,1,7,0.7442032015,0.5881770703
201701264035,0,3,9,2,1,1,2, ,1,3, , ,10, , ,4,1,4,1,1,4,1, ,2,2,2,3,2,2,2,3,1,2,1,1,1,3,3,2,2,3,3,3,3,2,3,2,3,3,3, ,3,3,3,3,2,3, ,3,2, ,2, , , , , , , , , , ,3,2,2,1,2,2,3,3,1,8,2,3,3,2,1,2,2, ,3,2,2,2,1, ,2,2,3, , , ,33,1,50,3,1,1,1,2,1,2,2,1,1, ,3, ,1,2,4,1,1,6,2,1,1,1,1,11,2,6,1, ,1,6,2,1,3,1,1,11,0.1768072004,0.251254368
201701264817,0,3,9,2,3,1,2, ,1,4, , , ,2, ,3,2,2,1,1,3,2,2,1,1,1,1,1,1,1,3,3,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1, ,3,3,3,2,1,1, ,2,1,3,2, , , , , , , , , , ,1,3,3,1,3,6,6,5,1,8,1,3,4,2,1,2,3, , ,3,3,3,2,2, ,1,3, , ,1,0,100,0,1,2,2,1,2,1,1,1,1,2, ,3, ,1,3,4,2,1,6,2,1,1,1,5,1,2,3,2, ,2,6,2,1,5,1,1,14,0.2269048936,0.3797915329
201701264956,0,3,9,1,4,4,4, ,4,1,2, , , , ,5,3,1,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,99,2,1,1,3,2,3,2,2,2,1,1,2,3, ,3,99,99,2,2,1, ,2, ,1,1,1, , , , , , , , ,99,99,3,3,4,5,6,6,1,1,2,2,99,4, ,3,3, , ,3,3,2,2,2, ,1,2, , ,1,29,85,20,2,1,2,1,2,1,3,1,2, ,1,4,1, ,2,3,1,1,5,2,1,1,1,6,10, ,5,3,2,2,99,99,2,3,1,1,6,0.3517932698,0.475854727
201701265408,0,1,9,2,1,1,1, ,1,5, , , , ,1,5,1,4,1,1,3,1, ,1,1,2,3,1,3,2,3,4,2,1,1,1,2,1,2,3,1,3,3,1,2,1,2,1,1,1, ,2,3,2,2,2,2, ,3,1,3,2, , , , , , , , , , ,3,2,4,1,2,3,2,4,1,1,5,4,4,4, ,2,2, ,1,2,3,3,1, ,1,2,4, , , ,0,50,0,3,1,2,1,2,2,4,1,1,2, ,2, ,2,4,3,2,2,3,1,1,3,1,3,2,2,4,2, ,2,99,99,1,3,1,1,17,0.3164595733,0.3130671745
201701265692,0,1,9,2,1,2,2,1,2,2, ,1, , , ,5,1,3,2,1,2,1, ,2,1,3,3,1,1,1,2,2,1,2,1,2,1,3,2,1,2,2,1,1,1,2,2,2,2,2, ,2,1,2,3,2,2, ,2,1,3,1,2, , , ,9, , , , , ,3,2,1,2,3,4,4,5,1,1,2,3,3,3,3,3,3, , ,3,3,2,3,2, ,2,3, , , ,100,25,75,2,1,2,1,1,2,4,3,2, ,1,3, ,1,3,2,1,3,2,2,5,4,1,1,1,2,5,1, ,1,6,2,1,2,1,1,13,0.8137404599,0.8210086721
201701266283,0,3,9,2,3,3,2,3,2,1,2, , , , ,3,3,1,4,3,4,1, ,3,4,3,3,3,4,3,4,3,2,1,1,1,3,3,3,2,1,3,3,3,2,2,2,2,3,3, ,3,3,3,3,2,2, ,3,1,1,2, , , , , , , , , , ,3,3,4,2,4,5,6,6,1,8,1,4,4,2,1,1,3, , ,3,2,2,3,3, ,2,4, , , ,0,100,0,3,2,2,1,2,1,2,1,1,1, ,4, ,1,3,3,1,2,4,2,1,1,1,3,10, ,6,2, ,2,3,3,1,4,1,2,7,2.9597593145,2.9107804764
201701266312,0,1,9,1,3,2,3, ,2,5, , , , ,2,5,99,2,1,1,2,2,2,2,1,2,2,3,2,2,2,3,2,1,1,1,1,2,2,2,2,3,3,3,2,3,2,3,2,3,2, ,3,2,3,3,3,3, ,1,3,2, , , , , , , , , , ,3,2,1,2,3,4,2,3,1,8,1,2,3,2,3,3,2, ,2,2,2,2,2, ,2,3,3, , , ,90,0,90,2,1,1,1,1,2,3,4,2, ,2,3,2, ,1,3,2,2,3,2,1,1,1,1,2,99,1,3,1,1,7,1,1,2,1,1,1,0.6126600689,0.5409774408
201701267020,0,2,9,2,4,3,4, ,1,4, , , ,3, ,5,3,2,2,2,4,2,2,4,2,3,3,4,1,3,3,5,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3, ,2,3,1,1,2,2, ,2,2, ,2, , , , , , , , , , ,4,3,4,4, , , , , , ,3,4,4,2,3,2,2, ,2,2,3,3,2, ,2,1,3, ,2, ,100,0,100,3,2,1,2,1,1,4,3,2, ,2,4, ,1,1,4,1,2,3,2,1,1,1,3,2,2,2,3,1,1,99,99,1,3,0,1,3,1.2431527657,0.6983836457
201701268247,0,3,9,1,1,2,2, ,1,5, , , , ,1,5,1,3,1,1,2,1, ,2,2,2,3,2,1,2,1,1,2,1,1,2,2,3,2,2,99,2,3,3,99,99,2,99,3,3,2, ,3,2,2,1,1,3, ,1,2,2, , , , , , , , , , ,1,1,1,3,5,6,6,6,1,8,1,4,99,3,3,2,3, , ,3,2,2,2,1, ,2,2, , , ,0,100,0,3,2,2,1,2,1,2,1,1,1, ,4,1, ,1,3,2,3,2,2,1,1,1,5,1,2,99,3,2,2,3,3,1,3,1,2,3,1.7349049142,1.7597069068
201701268745,0,1,9,1,4,4,3, ,3,5, , , , ,1,5,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2, ,3,2,2,2,2,2, ,2, ,1,1,99, , , , , , , , ,2,2,2,2,5,4,6,5,2,8,4,4,4,3,3,3,3, , ,3,2,3,2,2, ,2,4, , , ,100,0,100,3,1,1,2,2,2,3,4,2, ,2,4,1, ,4,4,1,3,2,2,1,1,1,1,1,1,2,1, ,1,2,3,1,2,1,1,16,0.6490183763,0.9184650056
201701268785,0,3,9,2,1,2,1,2,2,1,2, , , , ,4,3,3,1,1,2,1, ,1,4,2,2,3,3,2,3,4,2,1,1,1,2,3,1,2,2,2,3,3,3,2,2,2,2,1, ,2,2,2,2,2,2, ,2,2, ,2, , , , , , , , , , ,1,3,3,3,3,6,4,5,1,8,2,3,2,1,1,2,1,1, ,1,4,3, ,2,3,2,3, , , ,5,95,1,3,2,2,1,2,1,2,1,1,2, ,2, ,1,1,3,1,1,5,2,1,1,1,1,1,2,4,3,2,2,9,1,1,4,1,2,3,1.6252615181,1.2118171408
201701269909,0,3,9,2,1,1,1, ,1,3, , ,8, , ,5,1,4,1,1,2,1, ,1,2,2,3,2,1,1,2,3,1,1,1,2,2,2,2,2,1,3,3,3,2,2,3,2,2,3, ,1,3,2,2,2,1, ,1,2, ,2, , , , , , , , , , ,3,1,2,1,3,5,5,5,1,8,3,3,3,1,3,2,2, ,1,2,2,3,4, ,4,3,1, , , ,5,75,50,3,2,1,1,2,1,2,4,2, ,2,3, ,2,1,4,2,3,1,2,1,1,1,1,2,2,2,3,2,2,7,1,1,3,1,1,3,1.3571377645,1.1990506825
201701270781,0,2,9,1,4,3,1, ,1,5, , , , ,1,4,1,4,1,1,3,1, ,1,1,2,2,1,1,2,3,3,1,1,1,1,3,3,2,3,2,3,3,3,3,3,2,3,3,3,2, ,3,2,1,1,1,1, ,1,3,1,2, , , ,4,12, , , , ,1,1,3,2,1,3,3,5,1,1,2,1,4,4, ,2,2, ,1,2,1,2,2, ,2,2,3, , , ,0,90,0,3,1,1,1,2,1,3,1,1,1, ,2,2, ,1,3,2,1,5,2,1,1,1,1,1,2,4,2, ,2,6,2,1,3,1,2,3,2.8337713421,2.3164128772
201701271228,0,3,9,1,2,2,2, ,2,3, , ,8, , ,5,2,3,1,1,3,1, ,2,1,3,3,2,1,2,3,3,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,2,3,3,2, ,3,1,1,1,1,2, ,2, ,2, , , , , , , , , , ,2,2,3,2,3,4,6,6,1,8,1,2,3,4, ,1,2, ,3,2,2,3,3, ,3,3,4, , , ,0,8,1,3,2,2,2,2,2,2,3,1,2, ,2,2, ,2,4,1,1,6,2,1,1,1,5,1,2,2,3,2,2,5,2,1,3,1,2,5,1.1984506327,1.4706778234
201701271801,0,3,9,1,3,3,2,2,1,3, , ,9, , ,4,2,3,2,3,1,2,2,2,1,1,2,1,1,1,3,2,2,1,1,1,3,3,3,3,1,3,3,3,3,3,1,1,2,3,3, ,2,3,3,2,3,3, ,1,3,1,2, , , ,1,2,5, , , ,3,2,3,3,3,6,6,5,1,1,3,1,2,2,1,2,2, ,2,2,2,2,2, ,2,2,4, , , ,1,94,1,1,99,99,1,1,2,2,1,1,2, ,4,2, ,4,4,1,3,2,2,1,1,1,2,9, ,6,2, ,2,7,1,1,3,1,1,17,0.3390455242,0.3042813747
201701271927,0,2,9,1,3,3,3, ,3,5, , , , ,2,5,3,1,4,3,3,2,2,2,4,3,2,2,3,3,3,2,2,1,2,2,1,2,2,2,1,2,3,2,2,2,1,1,1,2,2, ,2,2,2,2,2,3, ,2, ,2, , , , , , , , , , ,3,2,3,3,4,6,6,6,2,8,4,4,4,3,1,3,2, ,1,2,3,3,1, ,1,1,3, ,3, ,0,90,0,2,1,2,1,1,1,3,3,1,2, ,4,2, ,3,4,1,2,4,2,1,1,1,6,1,2,5,2, ,2,4,2,1,4,0,2,10,0.9105751805,1.3336587806
201701273342,0,1,9,2,2,2,3,3,4,3, , ,5, , ,2,4,2,2,2,2,2,1,2,4,4,2,2,1,2,3,4,3,1,1,1,1,3,2,2,1,3,2,2,3,3,1,1,2,3, ,1,3,2,1,2,2, ,2,1,1,2, , , , , , , , , , ,4,4,3,4, , , , , , ,3,3,4,1,3,2,1,1, ,1,3,2, ,1,2,1,1,2, , ,80,10,70,2,1,1,2,1,2,3,2,1,1, ,3, ,2,4,2,1,3,1,2,1,1,1,6,11, ,5,4,1,1,6,2,3,2,1,2,17,6.1582110637,5.7322981929
201701273413,0,3,9,2,3,3,2, ,3,3, , ,6, , ,5,3,2,2,2,3,1, ,1,3,3,2,2,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,3,1,3,3,2,2,2, ,3,3,3,2,2,1, ,1,2, ,1,2, , , ,1, , , , , ,2,3,3,3,5,6,6,6,1,8,2,4,5,1,1,3,3, , ,3,2,3,2,2, ,1,1, , ,1,0,100,0,3,2,1,1,2,1,2,1,1,2, ,4, ,1,1,3,1,2,4,2,1,1,1,6,12, ,6,4,2,2,3,3,1,4,1,2,3,1.2640176505,1.1620491901
